IC;CHURN;Gender;Status;Children;Est Income;Car Owner;Age;LongDistance;International;Local;Dropped;Paymethod;LocalBilltype;LongDistanceBilltype;Usage;RatePlan
1875;F;F;S;0;92564.1;Y;49.133333;23.17;0;51.68;0;Auto;FreeLocal;Standard;74.86;3
1879;F;F;M;2;48322.5;Y;49.333333;6.69;0;43.6;0;CC;FreeLocal;Standard;50.29;1
1882;F;F;M;2;81913.8;Y;49.66;6.7;0;46.33;0;CC;FreeLocal;Standard;53.03;3
1885;T;F;S;0;919.93;N;38.26;27.28;0;93.42;0;CH;Budget;Standard;120.71;2
1886;F;F;M;2;69486.8;N;30.946667;7.72;0;9.39;1;CC;Budget;Standard;17.11;2
1887;F;F;M;2;24482.8;N;33.533333;0;0;2;0;CH;Budget;Intnl_discount;2;3
1890;F;F;M;2;92103.8;N;52.153333;7.42;0;7.43;0;CC;Budget;Standard;14.86;1
1891;T;F;S;2;8392.14;Y;36.68;25.03;7.33;54.8;0;CH;Budget;Intnl_discount;87.16;1
1892;T;F;S;0;17138.2;N;63.786667;20.01;0;84.67;0;CC;FreeLocal;Intnl_discount;104.69;3
1894;F;F;M;2;47010.1;N;57.406667;2.54;0;164.76;0;CC;Budget;Intnl_discount;167.31;1
1896;F;F;S;0;67239.4;N;44.433333;12.89;0;53.81;0;Auto;FreeLocal;Intnl_discount;66.7;1
1897;T;M;M;1;69406.7;Y;46.826667;6.9;7.21;128.1;1;CC;FreeLocal;Standard;142.23;4
1899;F;F;M;2;83259.3;N;50.88;0;0;4.46;0;CC;Budget;Standard;4.46;2
1902;F;M;M;1;20818.5;N;12.68;9.13;6.29;47.85;0;Auto;FreeLocal;Standard;63.28;2
1906;F;F;M;2;2185.6;N;52.513333;7.12;0;20.95;1;CH;Budget;Standard;28.07;4
1908;T;M;M;1;76511.3;N;62.08;21.68;3.46;17.37;0;CC;FreeLocal;Standard;42.52;2
1910;T;F;M;1;6946.07;N;20;43;0;8.84;0;CH;FreeLocal;Standard;34.61;1
1911;F;F;M;2;11234.7;Y;49.046667;0.69;0;112.72;0;CC;Budget;Standard;113.42;4
1913;F;F;M;2;36660.9;Y;39.96;0;0;3.36;1;CH;Budget;Intnl_discount;3.36;2
1915;F;F;M;2;68462.8;N;34.4;24.39;5.93;60.51;0;CC;FreeLocal;Standard;90.84;1
1918;F;F;M;2;72841.3;N;47.02;10.36;0;72.16;0;CC;Budget;Standard;82.53;1
1919;T;M;M;1;63670.8;Y;46.146667;27.39;0;51.47;0;Auto;FreeLocal;Standard;78.87;1
1922;F;M;M;0;12387.6;N;56.173333;3;0;65.93;0;Auto;FreeLocal;Standard;93.85;2
1924;F;F;M;1;82931.3;N;64.64;19.24;0;118;0;Auto;FreeLocal;Standard;137.25;3
1925;F;F;M;2;57483.9;N;44.026667;17.01;0;27.29;0;CH;Budget;Standard;44.3;2
1927;T;F;S;2;21274;N;45.526667;10.87;0;32.43;0;Auto;FreeLocal;Standard;43.31;2
1928;F;F;M;2;28267;N;30.093333;21.87;0;192.53;0;CC;FreeLocal;Standard;214.41;4
1930;F;F;M;2;36725.1;N;55.793333;8.65;9.22;77;0;CH;Budget;Standard;94.88;4
1934;T;M;S;1;94188.3;N;57.546667;20.86;0.86;19.78;0;CC;Budget;Standard;41.51;3
1937;F;F;M;2;91861;Y;41.98;15.32;0;6.74;0;CC;Budget;Standard;22.06;1
1940;T;F;S;1;12374.9;Y;33.493333;17.49;0;106.1;0;Auto;FreeLocal;Standard;123.59;4
1941;T;F;M;2;69133.9;Y;26.833333;8.58;0;37.73;0;CH;FreeLocal;Standard;46.32;1
1943;F;F;M;2;84948;Y;29.446667;11.14;0;12.58;0;CH;FreeLocal;Intnl_discount;23.73;1
1944;F;F;M;2;30998.8;N;40.96;2.4;0;50.5;0;Auto;Budget;Standard;52.91;3
1950;F;M;M;2;21416.5;N;35.653333;9.9;9.17;8.53;0;CC;FreeLocal;Intnl_discount;27.61;1
1954;F;M;S;0;78554.2;N;16.7;5.59;7.26;23.03;0;Auto;Budget;Standard;35.88;2
1955;T;M;S;1;3960.5;N;14.693333;29.78;0;66.35;0;Auto;FreeLocal;Standard;96.13;2
1957;T;M;M;0;60101.1;Y;63.766667;27.7;6.11;124.14;2;CH;FreeLocal;Standard;157.96;4
1958;F;F;M;2;38215.9;N;30.886667;0;0;0.97;0;Auto;Budget;Standard;0.97;4
1959;T;F;M;1;13829.4;N;19;42;0;160.42;0;CC;FreeLocal;Standard;176.61;2
1960;F;F;M;2;49745.3;N;47.966667;2.84;0;24.44;0;CH;Budget;Intnl_discount;27.28;2
1962;F;F;M;2;88427;N;13.86;22.46;4.16;43.34;0;CC;Budget;Standard;69.97;3
1963;F;F;M;2;98003.7;Y;26.273333;1.03;0;83.39;0;CC;FreeLocal;Intnl_discount;84.42;4
1964;T;M;S;0;89142.7;N;53.693333;3.76;8.13;5.01;0;CC;Budget;Intnl_discount;16.91;1
1965;F;F;S;0;74530.8;N;63.086667;20.89;0.49;106.5;0;Auto;FreeLocal;Intnl_discount;127.89;3
1967;T;F;S;0;30000;N;23;45;0;262.91;0;CC;Budget;Standard;265.78;1
1972;F;F;M;2;76289.2;N;48.206667;22.2;0;82.43;0;CC;Budget;Intnl_discount;104.63;3
1974;T;M;M;1;66931.9;N;63.933333;11.72;0.39;5.35;0;CC;Budget;Standard;17.46;4
1975;F;M;M;2;9309.57;Y;25.44;8.56;0;99.73;0;CC;FreeLocal;Standard;108.3;3
1976;T;F;M;1;14085.5;N;24;29;0;26.78;0;Auto;FreeLocal;Intnl_discount;48.08;2
1977;T;F;S;0;32962.6;N;24;45;0;154.77;0;CC;Budget;Intnl_discount;168.28;3
1978;T;F;S;0;35000;N;23;33;0;61.44;0;CC;Budget;Standard;65.79;1
1979;T;F;S;2;39000;N;22;28;0;35.73;0;Auto;Budget;Standard;41.78;1
1980;F;F;S;0;77726.4;N;56.72;14;0;9.51;0;Auto;Budget;Intnl_discount;23.52;1
1981;T;F;S;2;42000;N;19;25.77;2.22;38.18;0;CC;FreeLocal;Standard;62.95;3
1982;T;F;S;1;2800.68;N;45.673333;28.45;0;106.3;0;CC;Budget;Standard;134.75;2
1986;F;F;M;2;90271.6;N;44.926667;13.96;0;96.43;0;CC;FreeLocal;Standard;110.4;2
1991;F;F;M;2;64816.6;Y;31.126667;21;0;6.87;0;CC;Budget;Standard;27.87;1
1992;F;F;M;2;98217.1;N;44.98;29.49;0;13.24;0;CC;FreeLocal;Standard;42.74;4
1994;T;F;S;1;2929.13;N;53.506667;14;0;88.23;0;CH;Budget;Intnl_discount;102.23;4
1996;F;F;M;2;41876.6;Y;44.093333;6.78;0;132.65;0;CC;FreeLocal;Standard;139.44;3
1997;T;M;M;0;96223.4;Y;64.76;11.81;0.63;5.73;0;CC;FreeLocal;Standard;18.18;1
1998;T;F;S;0;15989.3;N;61.693333;3.67;0;25.49;1;CC;Budget;Intnl_discount;29.17;1
1999;T;M;M;0;69168.4;Y;62.426667;14.16;6.01;214.73;0;CC;Budget;Standard;234.91;3
2000;F;M;M;1;92148.5;Y;30;7;0;100.9;0;CC;Budget;Intnl_discount;113.68;2
2001;F;M;M;0;96681;Y;19.76;8;7.66;40.92;0;CC;Budget;Standard;73.76;2
2002;F;M;S;0;62705.9;Y;38;9;0;6.81;0;CC;FreeLocal;Intnl_discount;33.44;2
2003;F;M;S;0;80221.2;N;29.026667;7;0;49.56;0;Auto;FreeLocal;Standard;50.48;2
2004;F;M;S;0;84479.2;N;39;2;0;43.01;0;CC;FreeLocal;Standard;56.23;2
2005;F;F;M;2;64977.4;N;38.193333;28.11;0;17.66;0;CC;FreeLocal;Standard;45.77;3
2006;T;F;M;0;77994;N;50.553333;12.4;0;89.62;0;CH;FreeLocal;Standard;102.02;1
2007;F;M;M;2;90103.7;N;34.946667;12.23;8.87;45.34;0;CC;Budget;Intnl_discount;66.45;2
2008;T;F;M;0;59008.4;Y;30.18;12.86;0;18.73;0;CC;Budget;Standard;31.59;1
2009;F;M;S;1;5265.35;N;52.873333;2.33;5.3;23.46;0;Auto;Budget;Intnl_discount;31.1;2
2010;T;M;S;1;84978.1;N;21.64;5.03;7.68;76.07;0;CH;FreeLocal;Intnl_discount;88.79;1
2011;F;F;M;2;36647.9;N;49.986667;21.41;0;85.96;0;CC;Budget;Intnl_discount;107.38;4
2012;T;F;S;0;64319.2;N;41.226667;3.01;0;37.15;0;CH;Budget;Intnl_discount;40.16;1
2013;F;F;S;1;73338;N;48.246667;20.92;0;9.01;0;Auto;Budget;Intnl_discount;29.93;2
2014;T;F;S;0;433.74;N;60.746667;3.3;0;40.91;0;CC;FreeLocal;Standard;44.22;4
2015;F;F;M;2;16962.2;N;45.36;18.6;0;8.96;0;CC;Budget;Standard;27.57;2
2017;F;M;M;2;10708.3;N;26.026667;20.83;4.85;117.26;0;CH;Budget;Intnl_discount;142.95;4
2020;T;F;M;0;2031.61;N;20.3;21.64;0;87.4;0;CC;Budget;Standard;109.04;4
2024;F;F;S;2;16938.5;N;46;13.35;0;8.76;0;CH;FreeLocal;Standard;22.11;4
2027;F;F;M;0;55221;N;61;0.49;0;15.2;0;CC;FreeLocal;Standard;15.69;1
2028;F;F;M;1;8073.11;N;55;28.7;0;60.35;0;Auto;FreeLocal;Standard;89.05;4
2029;F;M;M;0;95448.6;Y;53.68;24.24;0;5.21;0;CH;Budget;Standard;29.46;4
2030;T;M;S;1;24141.5;Y;17.006667;28.82;0;97.05;0;CC;FreeLocal;Standard;125.87;2
2031;F;M;S;2;63152.6;Y;63.173333;29.93;0;40.07;0;CC;Budget;Intnl_discount;70.01;2
2032;F;M;S;1;31952;N;34.266667;0;0;4.87;2;CC;Budget;Standard;4.87;2
2033;F;M;S;2;72084.7;N;55.64;29.11;0;9.02;0;CC;Budget;Intnl_discount;38.13;2
2034;F;F;S;0;42760.5;N;52;13.47;0;40.23;0;CC;Budget;Standard;53.7;1
2035;F;F;S;1;49072;N;42;23.5;0;10.74;0;Auto;Budget;Intnl_discount;34.25;2
2036;F;F;M;0;27371.8;Y;43;16.14;0;126.55;0;CC;FreeLocal;Standard;142.7;2
2040;T;M;M;1;71472.9;N;41.913333;16.02;0;114.2;0;CH;Budget;Standard;130.22;2
2041;F;F;M;0;95405.7;N;55;7.74;0;6.21;0;CC;Budget;Standard;13.96;1
2042;F;F;S;0;95786.8;Y;52;21.33;0;87.46;0;CC;Budget;Standard;108.79;4
2044;T;M;S;0;90321.6;N;55.113333;0.87;0;11.52;0;CH;FreeLocal;Intnl_discount;12.39;1
2045;T;M;D;1;90478.6;N;54.553333;18.02;0;136.47;0;CC;FreeLocal;Standard;154.49;1
2046;F;F;M;2;56187;N;46;8.09;0;13.74;0;CH;Budget;Standard;21.83;2
2050;T;F;S;1;35089;N;24.393333;23.56;0;206.08;0;CC;Budget;Intnl_discount;229.64;4
2052;F;M;M;0;9780.66;N;24.546667;2.8;7.27;11.32;1;CC;FreeLocal;Standard;21.39;2
2056;F;M;M;2;53010.8;N;18.84;12.45;0;46.42;4;CC;FreeLocal;Standard;58.87;2
2057;F;M;M;1;75004.5;N;64.8;26.52;0;32.19;0;CC;Budget;Intnl_discount;58.72;2
2060;F;M;M;0;19749.3;N;60.366667;20.22;0;13.94;0;CC;Budget;Standard;34.17;1
2061;F;M;S;1;57626.9;Y;43.906667;9.38;0;38.96;0;CC;Budget;Standard;48.35;3
2062;F;M;M;2;20078;N;32.846667;9.65;0;6.33;0;CC;Budget;Intnl_discount;15.98;4
2063;F;F;M;2;47902;N;26.033333;17.44;4.94;49.92;1;Auto;FreeLocal;Standard;72.31;3
2064;T;M;M;1;7545.96;Y;16.753333;22.39;0;178.36;0;CC;Budget;Standard;200.75;4
2068;T;M;S;2;89459.9;N;53.28;11.54;1.61;22.9;0;CC;FreeLocal;Standard;36.05;2
2071;T;F;S;1;13576.5;N;39.426667;14.83;0;25.66;0;CC;Budget;Standard;40.49;3
2073;F;F;M;2;42031.8;N;50.753333;20.45;0;39.33;0;CH;Budget;Intnl_discount;59.78;2
2078;T;M;S;2;43634.5;N;21.78;29.44;9.42;104.64;0;CC;Budget;Standard;143.5;4
2082;T;F;S;1;13109.1;N;62.606667;22.38;0;40.48;0;Auto;Budget;Standard;62.87;3
2083;T;M;S;1;92647.5;N;56.046667;16.04;5.74;10.34;0;CC;Budget;Standard;32.13;1
2084;F;M;S;2;21021.6;Y;62.753333;3;0;11.19;0;CC;Budget;Standard;14.95;2
2085;T;M;S;0;74460.7;Y;55.34;25.53;0.99;179.93;0;CC;FreeLocal;Standard;206.46;3
2087;T;F;S;2;28787.4;N;41.666667;27.97;0;58.09;0;Auto;Budget;Standard;86.06;3
2090;F;M;M;1;13091.6;N;59.126667;22.79;0;20.26;0;CC;Budget;Intnl_discount;43.06;1
2093;F;F;M;2;62061.8;Y;45.92;29.86;0;52.22;0;Auto;FreeLocal;Standard;82.08;1
2094;T;F;M;1;20550.9;Y;22.12;27.72;0.86;57.06;0;CC;Budget;Standard;85.64;3
2097;F;M;M;2;1765.41;N;18.766667;3.04;0;44.95;0;CC;FreeLocal;Standard;47.99;1
2098;T;F;S;2;19131.1;N;56.186667;22.15;0;34.91;0;Auto;Budget;Standard;57.07;4
2101;F;M;M;0;47870.8;Y;27.26;0;1.17;12.48;0;CC;FreeLocal;Standard;13.82;2
2102;F;F;S;2;6440.46;Y;48;22.66;0;27.2;0;CH;Budget;Standard;49.86;2
2104;F;M;M;2;28766.9;N;46.84;6.11;0;58.08;0;CC;Budget;Standard;64.2;3
2106;F;M;M;1;5252.29;N;16.333333;2.65;0;17.08;1;Auto;Budget;Standard;19.73;2
2109;F;M;M;2;91272.2;Y;25.033333;26.99;0;13.01;0;CC;FreeLocal;Standard;40;3
2114;F;F;S;0;73228.3;N;52.646667;22.47;0;28.11;0;Auto;Budget;Standard;50.58;2
2117;T;M;M;1;64792.3;N;52.146667;13.05;1.51;36.84;0;CH;FreeLocal;Standard;51.41;2
2119;T;F;S;0;93322.1;Y;40.313333;29.92;0;8.79;0;CH;Budget;Intnl_discount;38.72;1
2122;F;M;M;2;49910.7;Y;51.52;27.42;0;23.72;0;CC;Budget;Standard;51.14;1
2123;T;M;M;1;76161.4;Y;44.573333;11.96;0;25.58;0;CC;FreeLocal;Standard;37.55;3
2124;F;F;M;2;55860;Y;14.573333;16.01;0;10.35;0;CC;FreeLocal;Intnl_discount;26.37;4
2131;F;M;M;2;57360.8;Y;53.253333;10.36;0;57.25;0;CC;FreeLocal;Standard;67.61;4
2132;T;M;M;0;92414.7;Y;45.513333;29.43;0;10.62;0;CC;FreeLocal;Standard;40.06;3
2134;T;F;S;2;14578.8;Y;60.933333;11.91;0;95.1;0;Auto;Budget;Standard;107.02;1
2135;F;F;M;2;87578.2;Y;53.366667;0.29;0;22.15;0;CC;Budget;Standard;22.44;2
2136;F;F;M;2;86695.4;N;13.906667;25.94;0;32.09;0;CC;FreeLocal;Standard;58.03;1
2140;F;F;M;0;83287;N;41;29.64;0;90.18;4;Auto;FreeLocal;Intnl_discount;119.82;1
2141;F;M;M;1;2067.82;N;47.853333;15.25;0;70.65;0;CC;Budget;Intnl_discount;85.9;1
2144;F;M;M;2;30665.2;Y;22.88;5.83;8.32;63.28;0;Auto;FreeLocal;Standard;77.44;1
2145;F;F;M;1;83287;Y;47;6.08;0;30.95;0;Auto;FreeLocal;Intnl_discount;37.04;1
2146;F;F;M;1;98680.4;Y;42;17.58;0;8.85;0;CH;FreeLocal;Intnl_discount;26.44;4
2147;T;M;M;0;65619.7;Y;46;13.56;0;144.66;0;CC;Budget;Standard;158.22;2
2148;F;F;M;1;95620.3;Y;43;10.91;0;93.61;0;CC;Budget;Standard;104.53;1
2149;F;F;S;0;85275;N;47;22.48;0;151.61;0;Auto;FreeLocal;Intnl_discount;174.09;1
2150;F;F;M;1;66921.4;Y;62;15.7;0;8.97;0;CC;FreeLocal;Intnl_discount;24.67;1
2151;F;F;M;1;98453.6;Y;41;13.72;0;11.65;0;Auto;FreeLocal;Standard;25.38;3
2153;F;F;S;2;57420;Y;46;25.18;0;252.53;1;Auto;Budget;Standard;277.72;1
2154;T;M;M;0;66000;N;46;3.93;3.73;26.69;1;CH;FreeLocal;Standard;34.35;4
2155;F;M;M;2;47639.1;N;48;17.48;0;39.62;0;CC;Budget;Intnl_discount;57.11;1
2158;T;F;S;0;39461;N;22.226667;22.87;0.28;103.52;1;CC;FreeLocal;Standard;126.68;4
2159;F;M;M;1;47371;Y;54.96;4.98;7.69;258.29;0;CC;Budget;Intnl_discount;270.97;4
2162;T;M;S;1;16432.1;Y;20.92;20.41;8.89;80.47;0;CH;Budget;Intnl_discount;109.78;2
2165;T;F;S;1;540.4;Y;39.213333;12.34;0;7.75;0;Auto;Budget;Intnl_discount;20.1;2
2167;F;F;M;2;80087.7;N;41.92;8.74;0;22.82;0;CC;FreeLocal;Standard;31.56;2
2168;F;F;M;2;59691.3;N;38.04;21.94;0;256.7;0;CC;Budget;Standard;278.65;2
2169;T;F;S;2;11251.1;Y;52.646667;28.42;0;113.48;0;CC;FreeLocal;Standard;141.91;4
2173;F;F;S;2;93559.1;N;57.62;1.52;0;29.9;0;CC;Budget;Standard;31.42;4
2174;T;F;S;2;3416.62;Y;22.76;18.97;0;104.73;0;CC;Budget;Standard;123.7;2
2175;F;F;S;0;93454.3;Y;48.533333;18.94;0;25.18;0;Auto;FreeLocal;Standard;44.13;1
2176;T;M;M;0;5745;Y;15.38;26.4;0;17.71;0;CC;FreeLocal;Standard;44.11;2
2181;F;M;S;2;60095.2;Y;23.313333;1.71;0;116.14;0;Auto;Budget;Standard;117.85;2
2182;T;F;M;1;6946.07;N;20;33;0;8.84;0;CH;FreeLocal;Standard;34.61;3
2183;F;F;M;2;11234.7;Y;49.046667;0.69;0;112.72;0;CC;Budget;Standard;113.42;1
2184;F;M;M;0;12387.6;N;56.173333;0;0;65.93;0;Auto;FreeLocal;Standard;93.85;2
2185;F;F;M;1;82931.3;N;64.64;19.24;0;118;0;Auto;FreeLocal;Standard;137.25;4
2186;F;F;M;2;57483.9;N;44.026667;17.01;0;27.29;0;CH;Budget;Standard;44.3;3
2188;T;F;S;2;21274;N;45.526667;10.87;0;32.43;0;Auto;FreeLocal;Standard;43.31;1
2189;F;F;M;2;28267;N;30.093333;21.87;0;192.53;0;CC;FreeLocal;Standard;214.41;4
2191;F;F;M;2;36725.1;N;55.793333;8.65;9.22;77;0;CH;Budget;Standard;94.88;4
2195;T;M;S;1;94188.3;N;57.546667;20.86;0.86;19.78;0;CC;Budget;Standard;41.51;4
2198;F;F;M;2;91861;Y;41.98;15.32;0;6.74;0;CC;Budget;Standard;22.06;4
2201;T;F;S;1;12374.9;Y;33.493333;17.49;0;106.1;0;Auto;FreeLocal;Standard;123.59;3
2202;T;F;M;2;69133.9;Y;26.833333;8.58;0;37.73;0;CH;FreeLocal;Standard;46.32;1
2204;F;F;M;2;84948;Y;29.446667;11.14;0;12.58;0;CH;FreeLocal;Intnl_discount;23.73;1
2205;F;F;M;2;30998.8;N;40.96;2.4;0;50.5;0;Auto;Budget;Standard;52.91;1
2207;F;M;S;0;15924.2;N;14.46;0;0;1.46;0;CH;FreeLocal;Standard;1.46;2
2211;F;M;M;2;21416.5;N;35.653333;9.9;9.17;8.53;0;CC;FreeLocal;Intnl_discount;27.61;4
2215;F;M;M;2;78554.2;N;16.7;5.59;7.26;23.03;0;Auto;Budget;Standard;35.88;3
2216;F;F;M;2;38215.9;N;30.886667;0;0;0.97;0;Auto;Budget;Standard;0.97;4
2217;T;F;M;1;13829.4;N;21;35;0;160.42;0;CC;FreeLocal;Standard;176.61;1
2218;F;F;M;2;49745.3;N;47.966667;2.84;0;24.44;0;CH;Budget;Intnl_discount;27.28;4
2220;F;F;M;2;88427;N;13.86;22.46;4.16;43.34;0;CC;Budget;Standard;69.97;3
2221;F;F;M;2;98003.7;Y;26.273333;1.03;0;83.39;0;CC;FreeLocal;Intnl_discount;84.42;4
2222;T;M;S;0;89142.7;N;53.693333;3.76;8.13;5.01;0;CC;Budget;Intnl_discount;16.91;3
2223;F;F;S;0;74530.8;N;63.086667;20.89;0.49;106.5;0;Auto;FreeLocal;Intnl_discount;127.89;4
2225;T;F;S;0;38000;N;24;39;0;262.91;0;CC;Budget;Standard;265.78;3
2230;F;F;M;2;76289.2;N;48.206667;22.2;0;82.43;0;CC;Budget;Intnl_discount;104.63;4
2232;T;M;M;1;66931.9;N;63.933333;11.72;0.39;5.35;0;CC;Budget;Standard;17.46;1
2233;F;M;M;2;9309.57;Y;25.44;8.56;0;99.73;0;CC;FreeLocal;Standard;108.3;1
2234;T;F;M;1;32962.6;N;23;59;0;26.78;0;Auto;FreeLocal;Intnl_discount;48.08;1
2235;T;F;S;0;42000;N;24;43;0;154.77;0;CC;Budget;Intnl_discount;168.28;4
2236;T;F;S;0;43000;N;21;42;0;61.44;0;CC;Budget;Standard;65.79;3
2237;T;F;S;2;42000;N;22;45;0;35.73;0;Auto;Budget;Standard;41.78;3
2238;F;F;S;0;77726.4;N;56.72;14;0;9.51;0;Auto;Budget;Intnl_discount;23.52;2
2239;T;F;S;2;37000;N;23;29;2.22;38.18;0;CC;FreeLocal;Standard;62.95;3
2240;T;F;S;1;2800.68;N;45.673333;28.45;0;106.3;0;CC;Budget;Standard;134.75;4
2243;F;F;M;2;90271.6;N;44.926667;13.96;0;96.43;0;CC;FreeLocal;Standard;110.4;3
2247;F;F;M;2;64816.6;Y;31.126667;21;0;6.87;0;CC;Budget;Standard;27.87;4
2248;F;F;M;2;98217.1;N;44.98;29.49;0;13.24;0;CC;FreeLocal;Standard;42.74;3
2251;T;F;S;0;15989.3;N;61.693333;3.67;0;25.49;1;CC;Budget;Intnl_discount;29.17;2
2252;F;M;M;1;92148.5;Y;28;4;0;100.9;0;CC;Budget;Intnl_discount;113.68;2
2253;F;M;M;0;96681;Y;19.76;5;7.66;40.92;0;CC;Budget;Standard;73.76;2
2254;F;M;S;0;62705.9;Y;33;7;0;6.81;0;CC;FreeLocal;Intnl_discount;33.44;2
2255;F;M;S;0;80221.2;N;29.026667;0.91;0;49.56;0;Auto;FreeLocal;Standard;50.48;2
2256;F;M;S;0;84479.2;N;33;9;0;43.01;0;CC;FreeLocal;Standard;56.23;2
2257;T;M;S;1;84978.1;N;21.64;5.03;7.68;76.07;0;CH;FreeLocal;Intnl_discount;88.79;1
2258;T;F;M;2;36647.9;N;49.986667;21.41;0;85.96;0;CC;Budget;Intnl_discount;107.38;1
2259;T;F;S;0;64319.2;N;41.226667;3.01;0;37.15;0;CH;Budget;Intnl_discount;40.16;1
2260;F;F;S;1;73338;N;48.246667;20.92;0;9.01;0;Auto;Budget;Intnl_discount;29.93;4
2261;T;F;S;0;433.74;N;60.746667;3.3;0;40.91;0;CC;FreeLocal;Standard;44.22;2
2262;F;F;M;2;16962.2;N;45.36;18.6;0;8.96;0;CC;Budget;Standard;27.57;1
2264;F;M;M;2;10708.3;N;26.026667;20.83;4.85;117.26;0;CH;Budget;Intnl_discount;142.95;4
2267;T;F;M;0;2031.61;N;20.3;21.64;0;87.4;0;CC;Budget;Standard;109.04;2
2270;F;F;S;2;16938.5;N;70;13.35;0;8.76;0;CH;FreeLocal;Standard;22.11;1
2273;F;F;M;0;55221;N;55;0.49;0;15.2;0;CC;FreeLocal;Standard;15.69;1
2274;F;F;M;1;8073.11;N;52;28.7;0;60.35;0;Auto;FreeLocal;Standard;89.05;2
2275;F;M;M;1;95448.6;Y;53.68;24.24;0;5.21;0;CH;Budget;Standard;29.46;4
2276;T;M;S;1;24141.5;Y;17.006667;28.82;0;97.05;0;CC;FreeLocal;Standard;125.87;1
2277;F;M;S;2;63152.6;Y;63.173333;29.93;0;40.07;0;CC;Budget;Intnl_discount;70.01;3
2279;F;M;S;2;72084.7;N;55.64;29.11;0;9.02;0;CC;Budget;Intnl_discount;38.13;3
2280;F;F;S;0;42760.5;N;42;13.47;0;40.23;0;CC;Budget;Standard;53.7;2
2281;F;F;S;1;49072;N;43;23.5;0;10.74;0;Auto;Budget;Intnl_discount;34.25;3
2282;F;F;M;0;27371.8;Y;46;16.14;0;126.55;0;CC;FreeLocal;Standard;142.7;4
2285;T;M;M;0;71472.9;N;41.913333;16.02;0;114.2;0;CH;Budget;Standard;130.22;3
2286;F;F;M;0;95405.7;N;46;7.74;0;6.21;0;CC;Budget;Standard;13.96;2
2287;F;F;S;0;95786.8;Y;47;21.33;0;87.46;0;CC;Budget;Standard;108.79;3
2289;T;M;S;0;90321.6;N;55.113333;0.87;0;11.52;0;CH;FreeLocal;Intnl_discount;12.39;4
2290;T;M;S;0;90478.6;N;54.553333;18.02;0;136.47;0;CC;FreeLocal;Standard;154.49;3
2291;F;F;M;2;56187;N;48;8.09;0;13.74;0;CH;Budget;Standard;21.83;2
2294;T;F;S;1;32098;N;24.393333;23.56;0;206.08;0;CC;Budget;Intnl_discount;229.64;1
2300;F;M;M;2;53010.8;N;18.84;12.45;0;46.42;4;CC;FreeLocal;Standard;58.87;1
2301;F;M;M;1;75004.5;N;64.8;26.52;0;32.19;0;CC;Budget;Intnl_discount;58.72;4
2304;F;M;M;0;19749.3;N;60.366667;20.22;0;13.94;0;CC;Budget;Standard;34.17;4
2305;F;M;S;1;57626.9;Y;43.906667;9.38;0;38.96;0;CC;Budget;Standard;48.35;3
2306;F;M;M;2;20078;N;32.846667;9.65;0;6.33;0;CC;Budget;Intnl_discount;15.98;1
2307;F;F;M;2;47902;N;26.033333;17.44;4.94;49.92;1;Auto;FreeLocal;Standard;72.31;3
2308;T;M;M;1;7545.96;Y;16.753333;22.39;0;178.36;0;CC;Budget;Standard;200.75;1
2312;T;M;S;2;89459.9;N;53.28;11.54;1.61;22.9;0;CC;FreeLocal;Standard;36.05;4
2315;T;F;S;1;13576.5;N;39.426667;14.83;0;25.66;0;CC;Budget;Standard;40.49;1
2317;F;F;M;2;42031.8;N;50.753333;20.45;0;39.33;0;CH;Budget;Intnl_discount;59.78;2
2322;T;M;S;2;43634.5;N;21.78;29.44;9.42;104.64;0;CC;Budget;Standard;143.5;3
2326;T;F;S;1;13109.1;N;62.606667;22.38;0;40.48;0;Auto;Budget;Standard;62.87;2
2327;T;M;S;1;92647.5;N;56.046667;16.04;5.74;10.34;0;CC;Budget;Standard;32.13;4
2328;T;F;S;2;21021.6;Y;62.753333;3.75;0;11.19;0;CC;Budget;Standard;14.95;3
2329;T;M;S;0;74460.7;Y;55.34;25.53;0.99;179.93;0;CC;FreeLocal;Standard;206.46;1
2331;T;F;S;2;28787.4;N;41.666667;27.97;0;58.09;0;Auto;Budget;Standard;86.06;1
2334;F;M;M;1;13091.6;N;59.126667;22.79;0;20.26;0;CC;Budget;Intnl_discount;43.06;4
2337;F;F;M;2;62061.8;Y;45.92;29.86;0;52.22;0;Auto;FreeLocal;Standard;82.08;2
2338;T;F;M;1;20550.9;Y;22.12;27.72;0.86;57.06;0;CC;Budget;Standard;85.64;1
2341;F;M;M;2;1765.41;N;18.766667;3.04;0;44.95;0;CC;FreeLocal;Standard;47.99;4
2342;T;F;S;2;19131.1;N;56.186667;22.15;0;34.91;0;Auto;Budget;Standard;57.07;3
2347;T;M;S;2;43634.5;N;21.78;29.44;9.42;104.64;0;CC;Budget;Standard;143.5;1
2351;T;F;S;1;13109.1;N;62.606667;22.38;0;40.48;0;Auto;Budget;Standard;62.87;2
2352;T;M;S;1;92647.5;N;56.046667;16.04;5.74;10.34;0;CC;Budget;Standard;32.13;1
2353;T;F;S;2;21021.6;Y;62.753333;3.75;0;11.19;0;CC;Budget;Standard;14.95;4
2354;T;M;S;0;74460.7;Y;55.34;25.53;0.99;179.93;0;CC;FreeLocal;Standard;206.46;3
